"species","taxa_name","mean_life_expect","life_time_La","mean_repo_rate","mean_repo_rate_stable_state","gen_time","M_rep_lif_exp","matrix_size","surv_95","surv_99","gini","mxlxsd","surv_sd","prop_la","mass_g","mode_of_life","repo_output","met_rate","IUCN","min_max","met_type","animal"
"Nuttallia_obscurata","Bivalvia",1.67832179155866,2.02040816326531,0.18525,0.191843033034517,10.3239202465466,2.80466654705409,5,6,18,0.506626919732598,0.00289810289699764,0.0340026273913146,0.1064280660875,9.5,"sessile",NA,NA,NA,18,"ecto","Nuttallia_obscurata"
"Amphimedon_compressa","Demospongiae",3.98026782206478,1,0.0570666666666667,0.050572829249002,8.60954276602671,3.98026782206478,3,12,24,0.69953694603372,0.00658713472273721,0.02093238657333,0.6970781941,182,"sessile",NA,NA,NA,24,"ecto","Amphimedon_compressa"
"Isurus_oxyrinchus","Elasmobranchii",9.1640988366843,11.8081375128785,3.5695,0.191720401714433,16.6575441397793,7.8125,8,28,66,0.557419536669946,0.0509556097731015,0.0206804600745868,0.247271917108255,208088.8,"pelagic",0.056,0.519,"V",66,"ecto","Isurus_oxyrinchus"
"Isurus_oxyrinchus","Elasmobranchii",9.1640988366843,11.8081375128785,3.1555,0.164025721509311,17.4347130431327,7.8125,9,28,66,0.558557833336413,0.0348022633418601,0.0206804600745868,0.247271917108255,208088.8,"pelagic",0.056,0.519,"V",66,"ecto","Isurus_oxyrinchus"
"Haliotis_laevigata","Gastropoda",3.84416930728527,3.51168349815619,45.6366666666667,1.53611299147757,8.11410346167134,14.516668724861,7,22,78,0.59014862800551,2.26546004331071,0.0654161597054957,0.150386570087077,45.7,"sessile",NA,NA,NA,78,"ecto","Haliotis_laevigata"
"Umbonium_costatum","Gastropoda",3.65528602659947,2.06402808697917,0.84818356,0.454108481077114,5.29925781957227,4.31031595348837,6,12,28,0.66216516845292,0.082020907928518,0.0267575311555823,0.401435643437218,2.3,"sessile",0.034,NA,NA,28,"ecto","Umbonium_costatum"
"Chelodina_expansa","Reptilia",1.15385691307084,7.52486187845332,8,0.739128945524668,26.6807981353371,12.6582278481013,3,2,24,0.209783117095073,0.00279989188164838,0.0449589542201479,0.00698139580948242,4744,"demersal",NA,NA,NA,24,"ecto","Chelodina_expansa"
"Chelodina_expansa","Reptilia",2.29379676900483,7.52486187845304,8,0.542697081712751,16.0736182875555,12.6582278481013,3,10,47,0.388302401498659,0.0268040305555869,0.0549218269965833,0.058707192034284,4744,"demersal",NA,NA,NA,47,"ecto","Chelodina_expansa"
"Chelydra_serpentina","Reptilia",1.2704043413215,11.7075846303883,15.63,0.723635930525353,57.8805534590019,27.7437900552486,7,3,18,0.45007575533857,0.00191213843820389,0.0378100830137112,0.0031139249428344,5170,"demersal",NA,0.29,"LC",18,"ecto","Chelydra_serpentina"
"Chrysemys_picta","Reptilia",3.63228607352089,7,0.0627866666666667,0.0950907845903669,8.40616449114336,3.22828451839026,36,12,14,0.918419166215055,0.00921861036718486,0.0293119197676319,0.120359989825584,371.8,"demersal",0.171,0.243,"LC",36,"ecto","Chrysemys_picta"
"Clemmys_guttata","Reptilia",4.35707248416608,6.92610837438425,1.65,0.28578432103489,27.7672337913485,28.5714285714285,3,16,112,0.47798621512481,0.0135642284742668,0.0649804382104779,0.153486788471801,165.4,"demersal",0.205,NA,"E",112,"ecto","Clemmys_guttata"
"Crocodylus_johnsoni","Reptilia",2.30420453924701,8.95430647700515,2.27,0.452878140105184,17.0703233821009,9.41460204880966,5,12,42,0.457700513827476,0.0193649891779378,0.0524029327404011,0.0555481862513087,19500,"demersal",0.045,0.139,"LC",42,"ecto","Crocodylus_johnsoni"
"Crocodylus_johnsoni","Reptilia",3.08625273635528,10.5285920870281,3.2,0.423071830542288,18.9770404111795,10.4268550467698,5,17,55,0.444751826484588,0.0263354343988255,0.060194831566065,0.0771617750527574,19500,"demersal",0.045,0.139,"LC",55,"ecto","Crocodylus_johnsoni"
"Crocodylus_johnsoni","Reptilia",1.86011134777468,8.37947626929575,1.34,0.408645665718617,17.6035023863591,8.82940049137101,5,8,35,0.447487342002597,0.00807497713273651,0.0511951346749372,0.0372154930873848,19500,"demersal",0.045,0.139,"LC",35,"ecto","Crocodylus_johnsoni"
"Crocodylus_johnsoni","Reptilia",10.5550013725345,9.00000000000001,0.229209285714286,0.108253849065569,23.9446080122541,21.1907043942154,50,41,51,0.457437918655524,0.019948321947493,0.0224998929223366,0.211873249634834,19500,"demersal",0.045,0.139,"LC",51,"ecto","Crocodylus_johnsoni"
"Cryptophis_nigrescens","Reptilia",2.19140625,3,2.116,0.623581305250312,5.37896317676727,3.90625,3,9,22,0.695264369607406,0.0970538502155451,0.0337867031484195,0.1372778136576,1465.5,"terrestrial",NA,NA,NA,22,"ecto","Cryptophis_nigrescens"
"Drymarchon_couperi","Reptilia",1.86602131081624,2,0.628625,0.390497153246755,5.55476094166344,2.99557700040209,3,7,20,0.648810382772419,0.0263874195420508,0.035280736334694,0.122345894216,7118,"terrestrial",0.071,NA,"LC",20,"ecto","Drymarchon_couperi"
"Emydura_macquarii","Reptilia",1.02026456515621,5.09597523219773,12,0.86467675201188,54.534577477312,18.1818181818182,3,2,7,0.392673013750991,0.00073754654344232,0.0222031874818116,0.00113051140527856,1740,"demersal",NA,NA,NA,7,"ecto","Emydura_macquarii"
"Emydura_macquarii","Reptilia",1.18238108640585,5.09597523219798,12,0.792748869677937,27.6458119139508,18.1818181818182,3,2,21,0.183891917120839,0.00483052121387101,0.0423733679689013,0.0093388514837438,1740,"demersal",NA,NA,NA,21,"ecto","Emydura_macquarii"
"Hoplocephalus_bungaroides","Reptilia",3.17313586956522,6.00000000000004,1.741,0.375546326186982,9.97847853849298,5.43478260869565,6,12,32,0.698569257331604,0.059785691109794,0.0373433384160278,0.118501240914138,279,"terrestrial",0.069,NA,"V",32,"ecto","Hoplocephalus_bungaroides"
"Kinosternon_integrum","Reptilia",1.50495888972078,5.94771431464589,0.9575,0.335661754016253,15.7938806432918,6.15384615384615,5,4,19,0.392262880110871,0.00138079199377991,0.0364908985277177,0.0110631085013936,474.4,"semi_aquatic",0.21,NA,"LC",19,"ecto","Kinosternon_integrum"
"Kinosternon_subrubrum","Reptilia",2.12089137496241,5.00000000000002,0.96,0.379557007838166,12.6174945339887,7.96171445658384,38,9,38,0.626579811453884,0.0176407933185393,0.0499996702736461,0.0651160108471586,154.7,"semi_aquatic",0.087,0.309,"LC",38,"ecto","Kinosternon_subrubrum"
"Kinosternon_subrubrum","Reptilia",1.30501107160567,4.99999999999942,0.86,0.363373740689806,12.5270752860568,7.14379471228718,23,3,23,0.532832198196676,0.00272092559491582,0.0434101234691471,0.00961259825102793,154.7,"semi_aquatic",0.087,0.309,"LC",23,"ecto","Kinosternon_subrubrum"
"Kinosternon_subrubrum","Reptilia",3.73567227347279,5,1.07,0.381534029923532,10.6248808996947,8.02039392679958,47,17,47,0.685806344114768,0.0540344690520452,0.0456096877210694,0.185000084903305,154.7,"semi_aquatic",0.087,0.309,"LC",47,"ecto","Kinosternon_subrubrum"
"Malaclemys_terrapin","Reptilia",1.99812797821647,3.74825174825175,3.45,0.626599896794547,9.86426364225554,8.8495575221239,3,7,39,0.548706989050891,0.0425522153904131,0.0500391692721225,0.062437753834878,803,"demersal",0.133,NA,"LR",39,"ecto","Malaclemys_terrapin"
"Phrynosoma_cornutum","Reptilia",1.48566037735849,3,6.62,0.681066421962937,3.88036687143081,1.88679245283019,3,4,9,0.699744832746999,0.0857103737462237,0.0238529579923578,0.02726658,27.4,"terrestrial",0.433,0.922,"LC",9,"ecto","Phrynosoma_cornutum"
"Phrynosoma_cornutum","Reptilia",1.39493670886076,3,10.53,0.716783276757519,3.2658390906378,1.26582278481013,3,4,6,0.747323871271421,0.0655094296873431,0.0182485068825426,0.010150875,27.4,"terrestrial",0.433,0.922,"LC",6,"ecto","Phrynosoma_cornutum"
"Podocnemis_lewyana","Reptilia",1.75970479911602,4.00000000000002,38.565,0.770857612622806,7.03631723692787,2.67403314917127,5,4,17,0.483279821181752,0.138297678880141,0.0340087455161681,0.0088817692382496,9599,"demersal",NA,NA,"CE",17,"ecto","Podocnemis_lewyana"
"Podocnemis_expansa","Reptilia",2.04493119306412,3.7850767583006,81.414,0.432914140338364,26.6342775127289,11.7333420763578,5,5,10,0.248047664985509,0.00230644723665906,0.020525634788963,0.0406600984396332,25800,"demersal",0.132,NA,"LR",10,"ecto","Podocnemis_expansa"
"Sceloporus_arenicolus","Reptilia",1.76119402985075,2,2.41166666666667,0.794252763204401,3.59149435143246,2.98507462686567,2,6,16,0.693498831815399,0.117505122030123,0.0303722892491604,0.13265004375,6.6,"terrestrial",0.604,NA,"V",16,"ecto","Sceloporus_arenicolus"
"Sceloporus_arenicolus","Reptilia",1.54285714285714,2,2.46,0.751466097107775,3.67087572964302,2.85714285714286,2,6,15,0.690211035378131,0.0885745764775782,0.0311965553691496,0.094107,6.6,"terrestrial",0.604,NA,"V",15,"ecto","Sceloporus_arenicolus"
"Sceloporus_arenicolus","Reptilia",1.76923076923077,2,2.32,0.766717330698989,4.27268225770361,3.84615384615385,2,7,20,0.671630321617972,0.0956880546984932,0.035379967788495,0.1206792,6.6,"terrestrial",0.604,NA,"V",20,"ecto","Sceloporus_arenicolus"
"Sceloporus_arenicolus","Reptilia",1.67441860465116,2,3,0.887476503449958,3.0459916798073,2.32558139534884,2,6,13,0.721315412675993,0.14781735734532,0.0270880255127492,0.11696628,6.6,"terrestrial",0.604,NA,"V",13,"ecto","Sceloporus_arenicolus"
"Sceloporus_arenicolus","Reptilia",1.74193548387097,2,2.36,0.777064542139238,3.80681895308264,3.2258064516129,2,7,17,0.684299241266797,0.106752623363213,0.0319379306637445,0.12131028,6.6,"terrestrial",0.604,NA,"V",17,"ecto","Sceloporus_arenicolus"
"Sceloporus_arenicolus","Reptilia",2,2,2,0.758753177000706,3.44931622218253,2.85714285714286,2,7,16,0.708290605421303,0.129920155790139,0.028206636624648,0.1638,6.6,"terrestrial",0.604,NA,"V",16,"ecto","Sceloporus_arenicolus"
"Sceloporus_arenicolus","Reptilia",1.87096774193548,2,2.33,0.796387386697717,3.7136397534547,3.2258064516129,2,7,18,0.700579548782225,0.121540182036947,0.0320877085037139,0.1458729,6.6,"terrestrial",0.604,NA,"V",18,"ecto","Sceloporus_arenicolus"
"Sceloporus_grammicus","Reptilia",1.42591354549606,2.22781855256535,3.93847547208539,0.597609801196304,2.76726636029401,1.47547973460819,3,4,7,0.654061544119433,0.0463878876738643,0.0199429053372879,0.0367101497368652,5.64,"terrestrial",0.34,NA,"LC",7,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",2.51983695643317,2.13887462514273,3.33333333333333,1.06436398850353,2.92415749486511,2.29939382521486,3,7,14,0.722081498212681,0.308657391594598,0.0213227154449245,0.24232526280825,5.64,"terrestrial",0.34,NA,"LC",14,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",1.31980792914878,2.286288991754,3.35714285714286,0.250113070866264,3.11692082656897,1.35123861095882,3,4,6,0.627279835515192,0.00606795878008179,0.0186408175698168,0.0210316522027999,5.64,"terrestrial",0.34,NA,"LC",6,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",1.24292990657754,2.15220063059498,3.5,0.439628340435159,2.52488055729433,1.23740826980693,3,3,6,0.705020354053432,0.0170331877219788,0.0191527800326818,0.0150445628679173,5.64,"terrestrial",0.34,NA,"LC",6,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",1.20135349470108,2.09756207379184,5.335,0.593809800021948,3.28784895737119,1.90583218192229,3,3,8,0.570077105417607,0.021622396928841,0.023384145064539,0.0200272689385166,5.64,"terrestrial",0.34,NA,"LC",8,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",1.28508199940129,2.14021879040046,4.3448275862069,0.607879026988278,2.48050390548884,1.28591234497494,3,3,6,0.692787002497199,0.0374121857979231,0.018876879789638,0.0205143631599156,5.64,"terrestrial",0.34,NA,"LC",6,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",2.01548799013935,2.78977391170988,3.9375,0.464993573022225,3.68839086323399,1.38624899427123,3,6,11,0.617605869496931,0.0499805348490423,0.0219600283951947,0.099534081014263,5.64,"terrestrial",0.34,NA,"LC",11,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",1.18843247150381,2.15988933837166,3.5,0.265343729171643,2.69184042137849,1.22304779297576,3,3,5,0.650940526857418,0.00478468490095976,0.0168218422921574,0.0109487273805333,5.64,"terrestrial",0.34,NA,"LC",5,"ecto","Sceloporus_grammicus"
"Sceloporus_grammicus","Reptilia",1.32674787036293,2.27679611513106,4.2,0.373623978650312,3.34410523892259,1.66519846045332,3,4,7,0.589810588640376,0.00984343498176268,0.0206817055659611,0.02034051827256,5.64,"terrestrial",0.34,NA,"LC",7,"ecto","Sceloporus_grammicus"
"Vipera_aspis","Reptilia",3.58479396660377,5,1.323,0.366671520509351,9.45021794318233,6.28930817610063,5,14,37,0.692967042573709,0.0615938801502361,0.0362989056833047,0.162373520081445,161,"terrestrial",NA,0.1,"LC",37,"ecto","Vipera_aspis"
"Xenosaurus_grandis","Reptilia",3.4061122024571,3.54688729898047,1.62335,0.464776383469948,5.1409385059154,3.05514305315834,4,10,19,0.69157913291247,0.121035954923839,0.0196555765471899,0.253659185028629,23.59,"terrestrial",NA,NA,"V",19,"ecto","Xenosaurus_grandis"
"Xenosaurus_platyceps","Reptilia",2.51393323535852,4.06575884688632,2.3625,0.449820736358457,6.29908073370896,3.42310449245893,4,9,19,0.603414843241651,0.0562214848548922,0.0276041995894573,0.122101521207454,19.6,"terrestrial",NA,NA,"E",19,"ecto","Xenosaurus_platyceps"
"Xenosaurus_platyceps","Reptilia",3.43342337865056,4.98687653141742,2.53,0.405173666355488,10.7464057296587,7.76854219948849,4,12,44,0.552205269011687,0.0468507399835421,0.0387610988223084,0.141706585372519,19.6,"terrestrial",NA,NA,"E",44,"ecto","Xenosaurus_platyceps"
"Xenosaurus_platyceps","Reptilia",2.0271414490162,3.49253731343284,2.195,0.475995470907082,4.66725999828883,2.23024178996752,4,7,12,0.668495248028733,0.0607233929920373,0.022814361889228,0.0922090147773169,19.6,"terrestrial",NA,NA,"E",12,"ecto","Xenosaurus_platyceps"
